Product,Adverse Event,Count,Expected Count,p_value,PRR,product margin,event margin,fdr
ETANERCEPT-SZZS,X-RAY ABNORMAL,5.0,0.008838568298027757,0.0,1036.287861516414,77.0,11.0,8.831747702716619e-08
ETHAMBUTOL HYDROCHLORIDE,DRUG REACTION WITH EOSINOPHILIA AND SYSTEMIC SYMPTOMS,6.0,0.060106438484816865,0.0,106.4111109928766,60.0,96.0,8.843836376264967e-08
ETHAMBUTOL HYDROCHLORIDE,DRUG-INDUCED LIVER INJURY,10.0,0.07826359177710529,0.0,138.79710132858222,60.0,125.0,8.86882969096314e-08
ETHAMBUTOL HYDROCHLORIDE,GRANULOMA,4.0,0.020661588229155797,0.0,220.16091878105436,60.0,33.0,8.872223522621646e-08
ETHAMBUTOL HYDROCHLORIDE,IMMUNE SYSTEM DISORDER,9.0,0.04507982886361265,0.0,228.02380916186692,60.0,72.0,8.90512111774432e-08
ETHAMBUTOL HYDROCHLORIDE,JAUNDICE,10.0,0.1609099446937285,0.0,64.6221322275484,60.0,257.0,8.905359234111762e-08
ETHAMBUTOL HYDROCHLORIDE,PARADOXICAL DRUG REACTION,4.0,0.016904935823854744,0.0,277.5942016916193,60.0,27.0,8.957071894025162e-08
ETHAMBUTOL HYDROCHLORIDE,SKIN DISORDER,9.0,0.10017739747469477,0.0,95.13576152640016,60.0,160.0,8.980198135022031e-08
ETHANOL,CARDIAC ARREST,24.0,0.6521548575602629,0.0,38.171451349573935,96.0,651.0,8.988479193348469e-08
ETHANOL,CARDIO-RESPIRATORY ARREST,12.0,0.38568298027757486,0.0,32.082439669682984,96.0,385.0,9.016618072308093e-08
ETHANOL,COMPLETED SUICIDE,52.0,0.7543358029844517,0.0,73.97420350823002,96.0,753.0,9.020454709135489e-08
ETHANOL,DRUG ABUSE,8.0,0.3546279870604195,0.0,23.057321765975722,96.0,354.0,9.022435695286684e-08
ETHANOL,DRUG TOXICITY,10.0,0.3195658979442763,0.0,32.272788554820025,96.0,319.0,9.033121085783985e-08
ETHANOL,INTENTIONAL DRUG MISUSE,7.0,0.2183867264948346,0.0,33.083432053830926,96.0,218.0,9.039369523463812e-08
